"Nombre","Altura","Nac","Sueldo neto","Club","División","Edad","Posición","Valor de traspaso","Vis","Vel","Val","1v1","Lib","Lej","Téc","Tal","Ser","Sq L","Pue","Cór","Saq","SAL","Sac","Res","Rem","Reg","Ref","Fís","Pen","Pas","Mar","Mdo","Lid","JEq","Puñ","Fue","Exc","Equ","Ent","Det","Dmq","Dec","Ctr","Cnc","Com","Col","Cen","Cab","Blo","Ant","Sal2","Aér","Agr","Agi","Ace","Rec","Inf","RM"
"Mitchell Dijks","193 cm","NED","78.500 € p/m","Bologna","Serie A italiana","28","DF/CR/ME (I)","120m € - 1,2M €","12","13","14","3","6","5","13","9","12","14","1","4","2","3","16","13","7","11","2","12","5","13","12","3","12","16","2","17","1","15","13","14","14","12","13","12","1","11","11","12","1","12","15","1","14","11","13","- - -","Les",""
"Kevin Kampl","178 cm","SVN","161.000 € p/m","RB Leipzig","Bundesliga","30","ME/MP (DIC)","18,5M € - 23M €","14","12","8","3","11","13","15","15","14","6","2","11","3","1","18","16","10","14","2","15","10","14","8","2","10","16","2","6","1","10","12","14","12","15","14","11","2","11","11","5","1","12","8","2","18","15","14","- - -","",""
"Gabriel Martinelli","180 cm","BRA","109.000 € p/m","Arsenal","Premier Division inglesa","20","MP (DI), DL (C)","71M € - 84M €","12","16","13","4","10","8","14","15","12","3","2","5","2","1","16","13","13","14","1","13","11","12","5","4","6","16","2","9","3","13","5","16","14","11","14","12","3","6","10","13","2","13","11","3","12","15","17","- - -","Est",""
"Michael Keane","186 cm","ENG","189.000 € p/m","Everton","Premier Division inglesa","28","DF (C)","23M € - 35M €","9","12","13","4","5","5","12","5","11","12","2","5","3","2","13","13","9","8","1","14","5","12","15","4","11","15","2","15","3","13","16","17","10","12","12","13","1","14","8","16","1","15","16","1","11","9","10","- - -","",""
"Marcus Thuram","192 cm","FRA","115.000 € p/m","Borussia M'gladbach","Bundesliga","23","MP (I), DL (C)","20M € - 25M €","13","16","15","2","8","9","14","15","11","8","2","8","1","3","11","14","12","15","1","15","14","11","5","2","7","10","1","16","3","16","7","14","14","10","15","11","2","7","11","13","3","11","15","3","9","14","16","- - -","Seg",""
"Riechedly Bazoer","184 cm","NED","12.250 € p/m","Vitesse","Eredivisie","24","DF (C), MC, ME (C)","4,5M € - 6,6M €","14","13","16","2","10","12","15","13","13","8","1","8","3","2","15","13","10","13","2","16","9","14","11","2","9","14","1","14","2","15","12","12","14","10","13","10","1","11","9","12","1","12","12","1","17","13","13","- - -","Seg",""
"Ismaïla Sarr","185 cm","SEN","189.000 € p/m","Watford","Premier Division inglesa","23","MP (DI), DL (C)","41M € - 60M €","11","18","14","2","10","15","13","14","13","6","1","10","2","2","13","14","14","15","1","15","14","12","6","2","6","10","2","14","3","15","7","14","14","12","12","11","1","7","12","8","3","12","11","4","11","14","15","- - -","Seg",""
"Moussa Diaby","170 cm","FRA","139.000 € p/m","Bayer 04","Bundesliga","21","ME/MP (DI)","61M € - 90M €","12","18","10","3","8","11","14","15","13","6","1","9","2","3","11","13","12","16","1","13","10","12","5","3","6","12","1","11","2","13","5","12","14","11","13","10","2","6","12","7","2","11","6","1","10","16","18","- - -","",""
"Nicolás Domínguez","179 cm","ARG","58.500 € p/m","Bologna","Serie A italiana","23","MC, ME (C)","12M € - 15M €","14","12","15","1","10","12","15","14","13","5","1","10","1","2","16","17","10","13","2","15","11","15","8","2","10","14","3","11","2","12","16","16","14","13","15","12","1","12","13","13","2","14","11","3","14","14","12","- - -","Seg",""
"Cheikhou Kouyaté","192 cm","SEN","176.000 € p/m","Crystal Palace","Premier Division inglesa","31","MC, ME (C)","8,2M € - 12M €","10","13","15","1","5","11","12","10","13","10","3","6","1","1","16","15","12","11","3","16","10","13","14","1","12","14","1","16","1","15","15","14","9","14","12","13","2","14","8","14","3","13","16","1","17","13","13","- - -","Seg",""
"Marc Roca","184 cm","ESP","133.000 € p/m","FC Bayern","Bundesliga","24","MC, ME (C)","5,4M € - 7,8M €","14","11","13","1","12","10","15","11","14","6","2","11","2","3","16","15","9","11","1","13","11","16","12","1","12","15","3","13","2","13","13","13","11","14","15","14","1","14","9","11","2","15","11","1","13","12","11","- - -","Les",""
"Manuel Lazzari","174 cm","ITA","140.000 € p/m","Lazio","Serie A italiana","27","DF/CR/ME (D)","12,5M € - 18,5M €","12","17","15","3","3","4","13","14","10","7","3","9","3","3","16","15","8","13","2","18","5","14","11","1","8","15","1","8","2","11","12","16","17","12","12","11","1","10","13","3","3","14","7","2","13","17","17","- - -","Seg",""
"Leander Dendoncker","188 cm","BEL","203.000 € p/m","Wolves","Premier Division inglesa","26","DF (C), MC, ME (C)","23M € - 34M €","11","12","14","1","10","11","11","10","12","10","3","9","3","2","15","14","10","11","3","12","9","14","13","1","12","15","3","12","1","14","14","12","12","14","11","15","3","13","9","16","2","15","15","3","14","13","13","- - -","Est",""
"Vladimír Darida","172 cm","CZE","116.000 € p/m","Hertha Berlin","Bundesliga","30","MC, ME/MP (C)","8,6M € - 10,5M €","12","11","13","2","12","12","13","11","12","7","1","12","3","3","20","17","11","11","2","18","13","12","8","2","11","18","1","7","2","13","10","15","13","13","12","14","2","11","11","6","3","12","6","1","14","13","11","- - -","",""
"Steven Bergwijn","178 cm","NED","203.000 € p/m","Tottenham","Premier Division inglesa","23","ME (DI), MP (DIC), DL (C)","24M € - 36M €","12","14","13","3","12","13","13","16","12","5","4","9","3","2","11","12","13","15","3","14","8","12","4","3","5","12","3","12","3","13","7","13","12","11","14","11","3","7","13","7","1","14","8","2","10","14","15","- - -","Est",""
"Christian Günter","185 cm","GER","41.500 € p/m","SC Freiburg","Bundesliga","28","DF/CR/ME/MP (I)","7,6M € - 9,2M €","8","17","14","1","12","12","11","11","9","16","1","13","3","1","16","15","9","14","2","16","8","12","12","3","14","13","2","13","3","14","11","13","12","9","11","12","2","11","14","9","3","10","12","1","14","11","14","- - -","Seg",""
"Diego Llorente","186 cm","ESP","149.000 € p/m","Leeds","Premier Division inglesa","27","DF (C)","23M € - 27M €","13","15","17","1","3","6","14","6","14","13","1","3","3","1","16","14","6","9","2","13","9","13","14","1","11","15","2","13","2","9","15","12","7","14","13","14","4","13","6","14","2","16","13","2","15","10","13","- - -","Est",""
"Callum Wilson","180 cm","ENG","243.000 € p/m","Newcastle","Premier Division inglesa","29","DL (C)","46M € - 66M €","11","16","12","1","6","9","13","11","14","4","3","6","2","4","15","14","16","14","1","16","14","13","4","3","9","12","2","15","1","14","5","15","15","15","13","13","4","8","8","11","2","15","10","3","10","14","16","- - -","",""
"Pablo Marí","191 cm","ESP","153.000 € p/m","Udinese","Serie A italiana","27","DF (C)","14,5M € - 17,5M €","14","13","15","2","4","8","13","7","12","9","3","7","2","3","14","14","7","7","3","11","7","14","14","3","13","14","4","16","3","12","15","12","7","12","13","12","2","14","5","15","1","12","17","2","15","12","12","- - -","Est",""
"Josuha Guilavogui","188 cm","FRA","139.000 € p/m","Bordeaux","Ligue 1 Uber Eats","30","DF (C), MC, ME (C)","4,8M € - 6M €","12","13","15","1","4","9","12","8","12","8","3","4","3","2","17","15","8","9","3","13","7","13","13","2","15","18","3","16","3","14","15","15","12","12","12","12","2","14","7","14","2","13","14","1","16","10","12","- - -","",""
"Alfreð Finnbogason","184 cm","ISL","93.000 € p/m","FC Augsburg","Bundesliga","32","DL (C)","500m € - 5M €","10","11","11","3","10","11","12","11","15","4","2","7","2","2","12","13","13","11","3","14","17","10","6","4","9","14","3","12","1","12","5","12","16","13","14","15","2","8","9","14","1","16","11","1","10","13","11","- - -","",""
"Martin Dubravka","190 cm","SVK","122.000 € p/m","Newcastle","Premier Division inglesa","32","POR","No a la venta","12","9","14","16","2","2","10","14","12","5","14","1","11","14","10","10","1","1","17","14","3","12","5","14","13","12","11","12","5","13","3","15","3","11","11","10","14","15","1","3","15","15","15","15","9","12","13","- - -","Les",""
"Marko Rog","180 cm","CRO","140.000 € p/m","Cagliari","Serie A italiana","25","ME (C)","5,8M € - 8,8M €","12","13","14","1","13","13","13","14","10","4","2","12","3","3","13","14","8","14","3","17","13","14","11","1","6","14","1","12","1","13","14","16","14","12","13","13","1","10","11","6","2","13","10","2","15","14","13","- - -","Les",""
"Craig Cathcart","188 cm","NIR","63.000 € p/m","Watford","Premier Division inglesa","32","DF (DC)","4,8M € - 8,8M €","8","11","13","2","4","4","12","5","12","7","2","3","3","1","14","15","10","8","2","15","4","11","14","2","11","12","2","13","3","13","14","15","11","13","12","14","1","15","4","14","2","14","14","2","11","9","11","- - -","",""
"Pedro Neto","172 cm","POR","109.000 € p/m","Wolves","Premier Division inglesa","21","MP (DIC), DL (C)","55M € - 66M €","11","16","9","2","11","12","14","16","11","3","1","13","1","2","10","12","13","17","4","14","8","13","5","3","7","11","1","7","3","11","3","15","13","11","13","10","2","6","13","7","1","9","7","3","9","13","17","- - -","Les",""
"John McGinn","181 cm","SCO","189.000 € p/m","Aston Villa","Premier Division inglesa","26","MC, ME/MP (C)","30M € - 45M €","14","14","13","4","10","14","15","13","13","9","2","11","2","2","16","17","14","14","2","15","10","15","10","1","8","16","2","15","1","14","13","15","13","12","13","11","1","13","13","9","1","13","8","1","14","13","13","- - -","",""
"Gelson Martins","173 cm","POR","260.000 € p/m","AS Monaco","Ligue 1 Uber Eats","26","ME (D), MP (DI)","6,6M € - 8M €","12","15","10","3","7","10","16","17","12","2","2","7","1","3","10","13","12","15","1","14","12","13","5","3","6","9","3","9","2","12","5","15","14","10","15","10","2","7","10","4","1","13","7","1","10","17","16","- - -","",""
"Diadié Samassékou","176 cm","MLI","145.000 € p/m","Hoffenheim","Bundesliga","25","MC, ME (C)","14M € - 17M €","14","12","14","1","6","9","13","8","12","6","2","8","3","2","16","15","7","11","2","16","8","16","12","2","8","15","4","13","3","12","16","14","10","13","13","12","3","13","10","10","3","16","9","4","16","15","14","- - -","Les",""
"Teemu Pukki","180 cm","FIN","109.000 € p/m","Norwich","Premier Division inglesa","31","DL (C)","9,6M € - 14M €","14","15","6","2","9","11","12","10","14","5","2","7","3","1","17","12","16","12","2","15","14","12","5","3","4","16","3","13","1","13","6","15","15","13","14","12","1","5","11","12","4","15","9","2","14","13","15","- - -","Est",""
"Abdoulaye Doucouré","183 cm","FRA","324.000 € p/m","Everton","Premier Division inglesa","28","MC, ME/MP (C)","33M € - 49M €","13","13","14","2","7","13","15","12","14","5","2","5","4","3","17","16","13","12","3","16","8","14","12","1","10","16","1","16","2","14","12","14","14","14","14","12","2","12","11","12","3","12","12","3","13","13","14","- - -","Est",""
"Matt Doherty","186 cm","IRL","203.000 € p/m","Tottenham","Premier Division inglesa","29","DF/CR (D)","25M € - 31M €","13","13","13","2","10","10","13","12","13","13","3","7","3","1","13","16","12","15","3","15","8","13","13","3","12","14","3","14","3","13","13","14","14","14","13","14","4","13","12","13","4","13","13","3","11","11","13","- - -","",""
"Yerry Mina","193 cm","COL","324.000 € p/m","Everton","Premier Division inglesa","26","DF (C)","30M € - 37M €","9","13","13","1","6","8","11","9","14","9","3","6","2","3","14","12","7","12","2","11","9","12","14","2","17","13","1","16","3","8","15","15","10","14","12","13","3","14","8","16","2","12","17","3","13","12","10","- - -","",""
"Nélson Semedo","177 cm","POR","230.000 € p/m","Wolves","Premier Division inglesa","27","DF/CR (D)","41M € - 61M €","12","16","14","3","8","10","15","14","10","11","3","8","1","3","15","15","9","15","2","15","8","12","11","4","6","14","3","13","1","14","14","15","15","11","15","12","2","12","12","7","3","14","8","2","13","16","17","- - -","Est",""
"Koen Casteels","197 cm","BEL","180.000 € p/m","VfL Wolfsburg","Bundesliga","29","POR","18M € - 26M €","10","11","13","14","6","1","12","1","15","3","13","3","15","16","15","11","3","1","16","14","3","12","1","14","15","15","8","12","12","12","1","15","2","13","12","14","12","13","1","8","13","14","18","17","14","15","11","- - -","",""
"Sergiño Dest","175 cm","USA","173.000 € p/m","Barcelona B","Primera División Federación B española","20","DF/CR (DI)","28M € - 35M €","12","15","13","3","8","9","15","13","11","7","3","8","2","2","14","13","9","13","1","12","11","13","11","2","10","13","1","8","2","11","13","16","15","11","14","11","1","13","14","9","3","12","8","2","12","15","15","- - -","Seg",""
"James Tarkowski","186 cm","ENG","189.000 € p/m","Burnley","Premier Division inglesa","28","DF (C)","30M € - 35M €","10","14","14","4","4","6","12","10","14","7","1","3","2","2","15","13","8","10","3","14","10","14","15","1","13","16","2","13","1","13","15","13","8","12","13","14","1","14","6","16","4","15","14","2","13","10","14","- - -","",""
"Nick Pope","196 cm","ENG","163.000 € p/m","Burnley","Premier Division inglesa","29","POR","27M € - 39M €","6","9","13","16","4","1","7","4","9","1","8","1","11","13","15","10","1","3","15","10","3","10","2","16","8","15","12","13","2","12","3","14","2","12","7","14","15","15","1","2","16","15","18","17","8","13","8","- - -","",""
"Rob Holding","188 cm","ENG","109.000 € p/m","Arsenal","Premier Division inglesa","25","DF (C)","39M € - 47M €","12","14","15","1","6","5","12","10","14","11","1","2","1","3","15","15","5","10","2","14","5","12","15","1","13","16","1","13","2","14","15","14","5","14","13","14","2","14","6","14","1","14","15","1","13","13","13","- - -","",""
"Andriy Yarmolenko","189 cm","UKR","270.000 € p/m","West Ham","Premier Division inglesa","31","ME/MP (DI)","55m € - 4,6M €","14","14","15","1","12","13","16","16","13","8","2","13","1","1","11","13","14","14","1","14","15","12","6","2","13","12","2","13","4","15","7","14","14","13","15","13","3","8","14","12","3","13","13","3","11","13","12","- - -","",""
"Maya Yoshida","189 cm","JPN","80.000 € p/m","Sampdoria","Serie A italiana","32","DF (C)","400m € - 4M €","11","12","16","3","10","7","12","11","14","7","1","4","2","3","16","13","8","7","1","15","10","10","16","3","16","16","3","14","1","13","14","16","11","11","11","13","3","13","10","14","2","15","13","3","11","12","12","- - -","nUE",""
"Boubacar Kamara","184 cm","FRA","122.000 € p/m","OM","Ligue 1 Uber Eats","21","DF (C), MC","41M € - 60M €","13","15","14","3","6","8","13","9","14","5","2","6","4","1","15","14","6","13","3","14","7","15","14","3","9","15","3","12","2","15","15","13","11","13","11","13","1","14","8","13","1","14","14","2","12","13","14","- - -","Seg",""
"Alex Meret","190 cm","ITA","96.000 € p/m","Napoli","Serie A italiana","24","POR","8,4M € - 12,5M €","5","12","12","15","1","2","8","3","11","2","9","1","10","12","13","13","2","1","17","13","2","8","1","14","9","13","11","13","5","14","2","11","3","14","7","12","13","16","3","6","16","14","16","14","8","18","10","- - -","Les",""
"Amir Rrahmani","192 cm","KVX","138.000 € p/m","Napoli","Serie A italiana","27","DF (C)","21M € - 25M €","10","12","15","2","4","7","10","4","13","9","3","5","1","1","16","14","10","8","4","14","7","12","15","2","11","15","2","16","2","14","15","15","10","14","11","14","4","14","9","16","3","15","16","1","17","11","12","- - -","nUE",""
"Kerem Demirbay","183 cm","GER","231.000 € p/m","Bayer 04","Bundesliga","28","ME/MP (C)","17,5M € - 22M €","16","11","11","3","16","14","16","15","14","7","1","16","3","3","13","16","13","13","2","14","13","17","9","2","10","12","2","10","2","11","12","13","13","13","15","11","1","11","17","8","2","11","11","1","12","15","12","- - -","",""
